student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk_assessments
158,master of education - master of business administration,Transferred,Satisfactory,0,Studiocity,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,67.5,67.8,65.2,87.7,60.2,No Access,Non Submission,ED5880,66.7,71.1,68.1,56.9,65.9,Access,Concern for Welfare,LB5113,79.8,76.5,68.8,67.3,72.1,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
159,master of education - master of business administration,Excluded,Excluded,4,Referencing,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,0.0,0.0,0.0,0.0,27.8,No Access,Non Submission,ED5880,0.0,0.0,0.0,0.0,18.4,No Access,Non Submission,LB5113,0.0,0.0,0.0,0.0,56.0,No Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,Non-IT,High
160,master of education - master of business administration,Transferred,Satisfactory,0,Writing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,67.9,94.6,64.9,76.3,67.7,Access,Non Submission,ED5880,74.0,70.7,69.7,71.3,68.7,Access,Attendance,LB5113,63.5,97.5,91.6,64.6,74.5,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
161,master of education - master of business administration,Transferred,Satisfactory,0,4R Essential Skills,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,73.5,78.9,67.7,70.4,57.2,Access,Non Submission,ED5880,73.3,69.4,76.7,72.1,75.2,Access,Non Submission,LB5113,64.6,74.9,62.0,65.4,76.7,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
162,master of education - master of business administration,SRI to JCUB,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,77.4,56.2,77.6,62.0,59.7,Access,Non Submission,ED5880,71.4,61.4,71.9,69.2,67.4,Access,Attendance,LB5113,68.1,72.0,70.4,67.4,77.8,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
163,master of education - master of business administration,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,73.8,74.8,65.1,77.4,61.7,Access,Concern for Welfare,ED5880,79.3,13.0,71.0,67.4,63.0,Access,Non Submission,LB5113,69.5,61.6,73.5,92.4,61.7,No Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,No Issue Reported,Non-IT,Low
164,master of education - master of business administration,SRI to JCUB,Satisfactory,0,Studiocity,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,95.0,69.7,77.0,65.9,56.6,No Access,Attendance,ED5880,75.6,77.8,68.5,74.2,67.6,Access,Attendance,LB5113,68.6,69.1,76.3,86.5,84.8,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
165,master of education - master of business administration,SRI to JCUB,Satisfactory,0,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,74.5,73.7,68.4,80.1,65.9,Access,Concern for Welfare,ED5880,83.0,68.7,73.7,55.1,69.7,Access,Concern for Welfare,LB5113,81.3,4.1,94.1,79.4,90.6,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,Low
166,master of education - master of business administration,SRI to JCUB,Satisfactory,0,4R Essential Skills,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.0,69.8,82.5,56.7,67.3,Access,Non Submission,ED5880,62.0,68.0,61.7,66.9,76.2,Access,Non Submission,LB5113,76.3,65.0,66.1,77.8,71.9,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental Health,Non-IT,Low
167,master of education - master of business administration,Transferred,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,73.0,71.4,65.4,78.8,68.0,Access,Concern for Welfare,ED5880,67.7,57.8,84.4,71.7,76.2,Access,Non Submission,LB5113,68.4,66.7,66.2,67.9,75.2,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness,Non-IT,Low
168,master of education - master of business administration,New,Satisfactory,0,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,67.7,74.0,69.7,68.1,70.6,Access,Concern for Welfare,ED5880,54.8,64.0,66.8,66.5,78.1,Access,Non Submission,LB5113,68.2,65.1,65.1,71.3,67.4,No Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Medium
169,master of education - master of business administration,Continuing,Satisfactory,0,Writing,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,76.8,19.2,81.6,61.5,64.6,Access,Concern for Welfare,ED5880,63.8,68.3,65.3,67.7,69.7,Access,Non Submission,LB5113,68.4,65.1,70.7,67.5,68.3,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in Family,Non-IT,Low
170,master of education - master of business administration,Continuing,Satisfactory,0,4R Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,79.2,80.3,22.7,74.2,77.4,Access,Attendance,ED5880,80.2,72.0,72.5,69.2,73.1,No Access,Non Submission,LB5113,92.0,72.3,73.6,95.7,75.8,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
171,master of education - master of business administration,Return to Study,Satisfactory,0,Studiocity,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,59.4,60.4,82.9,59.6,71.3,Access,Non Submission,ED5880,64.5,63.9,5.3,65.0,90.7,Access,Attendance,LB5113,74.8,54.3,70.0,63.6,61.4,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
172,master of education - master of business administration,Transferred,Satisfactory,0,Studiocity,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,62.2,71.1,75.9,78.4,68.0,No Access,Concern for Welfare,ED5880,73.2,92.7,77.0,72.8,81.7,Access,Non Submission,LB5113,62.7,69.2,73.0,78.7,69.5,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
173,master of education - master of business administration,Transferred,Satisfactory,0,Essential Skills,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,59.0,63.3,91.2,63.9,78.3,Access,Concern for Welfare,ED5880,67.0,79.8,79.0,63.5,67.8,No Access,Attendance,LB5113,59.8,70.0,71.7,66.6,72.9,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
174,master of education - master of business administration,Transferred,Satisfactory,0,Writing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,70.4,96.2,69.0,67.3,59.9,Access,Attendance,ED5880,69.4,70.6,77.7,57.3,58.8,No Access,Concern for Welfare,LB5113,68.6,67.8,79.8,76.2,74.8,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
175,master of education - master of business administration,LOA,Conditional,0,4R Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,37.0,79.6,59.4,54.5,72.6,Access,Non Submission,ED5880,45.7,54.3,46.6,44.4,50.0,Access,Non Submission,LB5113,61.9,54.0,58.8,44.6,68.1,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,High
176,master of education - master of business administration,First year,Satisfactory,0,Studiocity,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,60.5,64.4,70.6,63.0,63.5,Access,Non Submission,ED5880,73.6,75.4,77.0,72.2,65.8,No Access,Non Submission,LB5113,62.2,71.6,76.1,85.0,74.0,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Medium
177,master of education - master of business administration,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,63.4,73.8,86.3,68.3,72.5,Access,Attendance,ED5880,68.0,66.8,60.1,76.8,74.4,No Access,Non Submission,LB5113,1.3,71.9,98.6,71.2,79.0,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
178,master of education - master of business administration,First year,Academic Caution,1,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,24.2,39.8,54.2,45.2,55.8,Access,Attendance,ED5880,65.2,76.2,41.1,47.3,51.8,Access,Non Submission,LB5113,55.7,44.5,57.5,57.8,65.5,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in Family,Non-IT,High
179,master of education - master of business administration,Transferred,Satisfactory,0,Referencing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,65.6,65.0,71.7,71.1,77.8,Access,Non Submission,ED5880,63.6,69.0,6.6,54.9,74.4,No Access,Concern for Welfare,LB5113,58.8,73.3,80.0,63.9,62.8,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
180,master of education - master of business administration,Transferred,Satisfactory,0,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,57.5,70.8,16.0,3.5,58.0,No Access,Non Submission,ED5880,65.6,61.7,69.9,75.6,69.9,Access,Attendance,LB5113,91.4,64.6,58.4,69.8,52.1,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental Health,Non-IT,Low
181,master of education - master of business administration,LOA,Satisfactory,0,4R Essential Skills,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,73.1,75.3,66.6,80.3,75.5,Access,Non Submission,ED5880,76.8,80.3,63.8,66.3,78.1,Access,Concern for Welfare,LB5113,77.8,64.5,97.3,79.9,88.9,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,Low
182,master of education - master of business administration,LOA,Satisfactory,0,Essential Skills,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,61.6,67.6,62.2,81.9,80.6,Access,Non Submission,ED5880,67.3,94.8,64.3,74.6,70.2,Access,Attendance,LB5113,77.7,69.7,95.0,74.5,74.0,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
183,master of education - master of business administration,First year,Satisfactory,0,Referencing,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,75.2,71.4,73.5,74.5,73.8,Access,Concern for Welfare,ED5880,77.7,85.5,71.2,68.6,65.2,Access,Non Submission,LB5113,56.8,75.3,70.3,65.2,60.6,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Medium
184,master of education - master of business administration,Continuing,Satisfactory,0,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,93.9,70.7,72.3,72.7,56.9,Access,Concern for Welfare,ED5880,88.1,74.6,63.3,90.8,85.4,Access,Non Submission,LB5113,20.9,73.6,65.7,79.9,72.5,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness,Non-IT,Low
185,master of education - master of business administration,First year,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,60.0,67.9,64.4,72.5,67.7,Access,Non Submission,ED5880,70.6,67.1,64.2,78.5,58.7,Access,Attendance,LB5113,63.7,75.8,72.7,68.9,64.3,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium
186,master of education - master of business administration,LOA,Satisfactory,0,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.0,77.3,65.3,71.9,73.8,No Access,Concern for Welfare,ED5880,86.0,85.3,69.6,68.0,67.9,Access,Attendance,LB5113,76.2,83.6,84.5,68.6,76.2,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
187,master of education - master of business administration,New,Satisfactory,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,25.3,72.7,76.8,73.0,80.2,No Access,Non Submission,ED5880,23.5,65.3,90.6,69.4,73.3,Access,Non Submission,LB5113,75.4,58.8,68.7,67.8,58.6,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,High
188,master of education - master of business administration,LOA,Satisfactory,0,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,80.8,76.5,64.9,72.4,78.8,No Access,Concern for Welfare,ED5880,61.8,91.7,63.3,70.6,63.8,Access,Attendance,LB5113,70.1,66.8,75.2,69.1,75.9,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
189,master of education - master of business administration,New,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,99.2,77.9,70.3,60.1,52.6,Access,Non Submission,ED5880,73.4,80.9,12.5,62.2,71.3,Access,Attendance,LB5113,67.3,63.9,68.3,72.2,69.0,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Medium
190,master of education - master of business administration,Return to Study,Satisfactory,0,Referencing,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,68.6,63.8,61.8,69.2,71.1,Access,Attendance,ED5880,81.4,70.8,77.6,66.4,57.5,Access,Attendance,LB5113,73.2,64.5,55.5,69.6,79.9,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
191,master of education - master of business administration,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,71.1,71.5,75.3,70.3,65.3,Access,Non Submission,ED5880,74.4,82.3,70.9,23.3,68.6,Access,Attendance,LB5113,75.1,60.7,66.6,77.7,78.0,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
192,master of education - master of business administration,Return to Study,Satisfactory,0,4R Essential Skills,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,66.5,66.2,78.1,47.5,67.8,Access,Attendance,ED5880,67.7,11.6,72.1,74.4,73.9,Access,Concern for Welfare,LB5113,68.9,62.1,67.6,65.3,64.7,Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Low
