student_id,country,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country_weighted,course_weighted,student_cohort_weighted,academic_status_weighted,study_skills(attended)_weighted,referral_weighted,pp_meeting_weighted,self_assessment_weighted,readiness_assessment_results_weighted,follow_up_weighted,follow_up_type_weighted,subject_1_weighted,learn_jcu_issues_1_weighted,lecturer_referral_1_weighted,subject_2_weighted,learn_jcu_issues_2_weighted,lecturer_referral_2_weighted,subject_3_weighted,learn_jcu_issues_3_weighted,lecturer_referral_3_weighted,comments_weighted,identified_issues_weighted,course_group_weighted,readiness_assessment_results_sentiment_score,readiness_assessment_results_sentiment_category,readiness_assessment_results_text_length,readiness_assessment_results_word_count,comments_sentiment_score,comments_sentiment_category,comments_text_length,comments_word_count
617,kenya,mpa-mba,first year,satisfactory,0,studiocity,student counsellor,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,no reply,co5117,33.4,68.1,74.0,64.1,74.5,access,attendance,co5103,62.4,58.4,9.7,63.8,60.8,access,non submission,lb5113,63.0,72.0,60.0,60.4,70.4,no access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,non-it,high,20,5,4,1,1,5,4,1.5,1,1,3,5,1,3,5,1,1,5,2,3,2.0,3,1,0,neutral,22,3,0.0,neutral,131,21
623,papua new guinea,mpa-mba,return to study,academic caution,1,essential skills,other,attended,,l/g:9/10 n:5/10 r:8/10,no,email,co5117,29.8,56.8,55.2,41.8,42.0,access,non submission,co5103,56.0,42.8,48.2,49.6,90.5,access,non submission,lb5113,73.2,38.1,59.3,42.7,45.6,access,non submission,week 5. low engagement in tutorials. follow-up email sent with participation expectations and links to recorded sessions.,death in family,non-it,high,14,5,7,3,5,4,3,1.5,1,2,2,5,1,1,5,1,1,5,1,2,7.0,6,1,0,neutral,22,3,0.0,neutral,121,17
626,australia,bcom,new,satisfactory,0,referencing,other,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1112,55.7,67.1,67.3,70.2,63.9,access,non submission,bx2011,61.2,66.3,67.9,76.6,43.0,access,attendance,bx2014,55.0,80.0,91.0,70.6,74.6,access,attendance,,no issue reported,non-it,medium,18,3,2,1,2,4,1,1.0,1,1,3,2,1,1,2,1,3,2,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
627,australia,bcom,new,satisfactory,0,essential skills and reading,lecturer,attended,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,bu1112,79.0,73.8,63.6,69.3,56.4,access,concern for welfare,bx2011,62.6,62.6,8.5,57.0,68.3,access,concern for welfare,bx2014,71.1,74.1,80.9,68.0,58.0,access,concern for welfare,,late enrollment,non-it,medium,18,3,2,1,4,2,3,2.0,1,1,1,2,1,2,2,1,2,2,1,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
630,fiji,bcom,loa,conditional,2,essential skills,other,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,bu1112,65.5,73.3,77.5,44.1,94.1,access,non submission,bx2011,72.3,58.0,69.8,87.2,49.8,no access,attendance,bx2014,86.1,52.5,48.2,50.3,57.5,no access,concern for welfare,week 3. first contact made. student reported internet access issues at home. it support referral provided.,late enrollment,non-it,high,11,3,6,2,5,4,4,1.5,1,2,4,2,1,1,2,2,3,2,2,3,3.0,3,1,0,neutral,22,3,-0.2,negative,106,16
633,nepal,bcom,return to study,academic caution,1,essential skills and reading,other,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,phone,bu1112,68.2,65.7,52.1,92.0,47.6,access,concern for welfare,bx2011,33.3,39.0,48.5,53.4,67.4,access,attendance,bx2014,44.7,54.6,62.7,57.5,48.9,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,non-it,high,19,3,7,3,4,4,4,1.5,1,1,4,2,1,2,2,1,3,2,1,3,2.0,3,1,0,neutral,22,3,0.0,neutral,131,21
635,papua new guinea,bcom,new,satisfactory,0,4r essential skills,enrollment,booked,yes,l/g:9/10 n:5/10 r:8/10,no,phone,bu1112,71.8,64.2,90.4,56.0,69.6,access,non submission,bx2011,68.0,64.0,60.2,69.8,64.6,no access,non submission,bx2014,67.2,55.1,96.6,20.7,68.0,access,non submission,,no issue reported,non-it,medium,14,3,2,1,6,3,2,1.0,1,2,4,2,1,1,2,2,1,2,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
640,papua new guinea,bcom,new,satisfactory,0,4r essential skills,student advocate,attended,no,l/g:9/10 n:5/10 r:8/10,yes,no reply,bu1112,71.6,77.2,74.9,74.2,67.8,no access,non submission,bx2011,72.1,66.3,68.3,64.7,64.4,access,concern for welfare,bx2014,27.4,62.7,68.8,60.9,62.4,access,non submission,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,14,3,2,1,6,1,3,2.0,1,1,3,2,2,1,2,1,2,2,1,2,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
641,papua new guinea,bcom,new,satisfactory,0,essential skills and reading,enrollment,booked,no,l/g:9/10 n:5/10 r:8/10,no,no reply,bu1112,63.2,63.5,68.2,78.8,60.9,no access,attendance,bx2011,61.1,81.2,66.1,70.0,81.2,access,non submission,bx2014,63.7,65.6,68.8,63.7,69.3,access,concern for welfare,,no issue reported,non-it,medium,14,3,2,1,4,3,2,2.0,1,2,3,2,2,3,2,1,1,2,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
646,vietnam,bcom,new,satisfactory,0,essential skills and reading,other,attended,no,l/g:9/10 n:5/10 r:8/10,yes,email,bu1112,77.2,70.3,70.0,49.4,79.9,no access,attendance,bx2011,75.7,71.2,79.1,61.2,67.4,access,attendance,bx2014,65.0,79.0,72.9,68.0,61.0,no access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,12,3,2,1,4,4,3,2.0,1,1,2,2,2,3,2,1,3,2,2,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
648,fiji,mithm-mba,first year,satisfactory,0,referencing,lecturer,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,f2f,to5101,60.7,74.4,74.0,67.2,70.5,access,non submission,lb5113,65.6,65.3,69.3,67.5,64.4,access,non submission,lb5202,4.3,76.7,75.3,72.2,56.9,no access,non submission,,no issue reported,non-it,medium,11,2,4,1,2,2,1,1.5,1,1,1,1,1,1,8,1,1,8,2,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
650,india,mithm-mba,new,satisfactory,0,4r essential skills,student counsellor,booked,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,to5101,70.0,71.6,63.1,72.5,65.1,access,concern for welfare,lb5113,68.3,76.0,74.6,65.5,66.3,no access,concern for welfare,lb5202,62.1,70.5,62.3,77.7,82.1,no access,attendance,,no issue reported,non-it,medium,13,2,2,1,6,5,2,1.0,1,2,3,1,1,2,8,2,2,8,2,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
653,india,mithm-mba,first year,satisfactory,0,essential skills and reading,student counsellor,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,no reply,to5101,81.3,62.0,61.7,56.7,65.3,access,concern for welfare,lb5113,68.0,91.1,80.2,80.5,66.1,access,concern for welfare,lb5202,66.8,73.0,78.4,58.1,75.1,no access,non submission,,late enrollment,non-it,medium,13,2,4,1,4,5,4,1.5,1,1,3,1,1,2,8,1,2,8,2,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
654,india,mithm-mba,first year,satisfactory,0,essential skills and reading,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,yes,email,to5101,62.2,62.9,60.7,68.8,70.7,access,non submission,lb5113,65.6,57.6,79.6,14.3,74.6,access,concern for welfare,lb5202,65.4,77.1,63.5,73.4,62.5,access,non submission,,late enrollment,non-it,medium,13,2,4,1,4,5,3,1.5,1,1,2,1,1,1,8,1,2,8,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
655,india,mithm-mba,new,satisfactory,0,studiocity,other,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,email,to5101,37.1,71.1,77.2,58.2,62.7,no access,attendance,lb5113,95.1,58.8,77.9,61.3,61.0,access,non submission,lb5202,73.2,64.3,69.3,64.2,66.7,access,concern for welfare,,late enrollment,non-it,high,13,2,2,1,1,4,1,1.0,1,1,2,1,2,3,8,1,1,8,1,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
658,india,mithm-mba,first year,satisfactory,0,essential skills,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,to5101,62.8,64.2,77.3,67.0,63.2,access,attendance,lb5113,73.6,73.7,69.9,62.6,66.5,access,concern for welfare,lb5202,90.5,69.7,50.6,65.8,76.3,access,concern for welfare,,no issue reported,non-it,medium,13,2,4,1,5,2,2,1.5,1,2,1,1,1,3,8,1,2,8,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
659,india,mithm-mba,new,satisfactory,0,referencing,enrollment,booked,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,to5101,91.5,75.4,65.5,71.0,57.6,access,non submission,lb5113,67.0,80.2,59.7,67.2,61.9,access,attendance,lb5202,77.4,75.1,67.9,61.9,67.3,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,13,2,2,1,2,3,2,2.0,1,1,1,1,1,1,8,1,3,8,1,1,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
660,india,mithm-mba,new,satisfactory,0,studiocity,enrollment,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,phone,to5101,68.9,71.8,59.4,56.9,71.0,access,concern for welfare,lb5113,76.0,67.4,69.0,67.3,69.0,access,attendance,lb5202,79.8,78.9,66.8,65.3,63.5,access,attendance,,late enrollment,non-it,medium,13,2,2,1,1,3,4,2.0,1,1,4,1,1,2,8,1,3,8,1,1,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
665,nepal,mithm-mba,loa,academic caution,1,writing,other,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,to5101,61.7,55.3,75.7,51.7,65.7,access,concern for welfare,lb5113,54.8,58.1,75.2,67.4,63.0,access,concern for welfare,lb5202,63.3,59.5,68.8,45.0,65.3,no access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,late enrollment,non-it,high,19,2,6,3,3,4,4,1.5,1,2,4,1,1,2,8,1,2,8,2,2,8.0,3,1,0,neutral,22,3,0.0,neutral,139,22
668,bangladesh,mdatasc(prof),excluded,excluded,4,essential skills,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,no reply,ma5831,0.0,0.0,0.0,0.0,37.5,access,attendance,ma5840,0.0,0.0,0.0,0.0,43.0,access,non submission,ma5851,0.0,0.0,0.0,0.0,53.1,no access,non submission,,late enrollment,it,high,16,12,8,4,5,2,4,1.5,1,1,3,10,1,3,11,1,1,11,2,2,5.5,3,2,0,neutral,22,3,0.0,neutral,0,0
670,india,mdatasc(prof),first year,satisfactory,0,4r essential skills,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,yes,f2f,ma5831,63.2,65.0,71.3,72.6,62.2,access,attendance,ma5840,77.6,63.2,91.9,65.8,59.1,access,concern for welfare,ma5851,75.1,68.2,83.6,64.9,70.8,access,non submission,,no issue reported,it,medium,13,12,4,1,6,2,2,1.5,1,1,1,10,1,3,11,1,2,11,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
671,india,mdatasc(prof),first year,satisfactory,0,essential skills,other,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,f2f,ma5831,99.9,78.6,68.4,74.4,66.7,no access,attendance,ma5840,62.3,70.7,69.9,81.6,63.4,access,non submission,ma5851,77.4,65.0,67.4,72.4,63.8,access,non submission,,no issue reported,it,medium,13,12,4,1,5,4,4,1.5,1,1,1,10,2,3,11,1,1,11,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
673,india,mdatasc(prof),new,satisfactory,0,4r essential skills,other,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,ma5831,10.4,70.0,76.0,62.9,71.1,access,concern for welfare,ma5840,76.3,67.1,17.0,81.3,76.8,access,concern for welfare,ma5851,81.4,91.0,69.7,11.8,66.3,no access,concern for welfare,,no issue reported,it,high,13,12,2,1,6,4,4,1.0,1,2,3,10,1,2,11,1,2,11,2,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
674,india,mdatasc(prof),first year,academic caution,2,writing,enrollment,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,phone,ma5831,43.5,74.7,59.3,48.0,30.1,access,concern for welfare,ma5840,41.2,60.7,63.9,53.0,47.8,access,attendance,ma5851,49.5,59.2,61.5,61.8,53.4,no access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,mental health,it,high,13,12,4,3,3,3,1,1.5,1,2,4,10,1,2,11,1,3,11,2,3,1.0,4,2,0,neutral,22,3,0.0,neutral,117,16
676,mongolia,mdatasc(prof),return to study,satisfactory,0,writing,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,no,phone,ma5831,35.2,63.4,56.8,71.7,70.1,access,concern for welfare,ma5840,62.8,71.8,61.2,81.9,63.8,access,attendance,ma5851,61.7,76.8,58.7,51.4,74.4,access,attendance,,concern for welfare,it,medium,22,12,7,1,3,5,3,1.5,1,2,4,10,1,2,11,1,3,11,1,1,5.5,1,2,0,neutral,22,3,0.0,neutral,0,0
678,nepal,mdatasc(prof),sri to jcub,satisfactory,0,studiocity,student counsellor,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,phone,ma5831,15.1,71.8,98.6,66.6,74.4,access,attendance,ma5840,69.4,79.3,76.9,66.0,86.4,access,attendance,ma5851,81.1,81.6,70.8,68.1,61.9,access,non submission,,no issue reported,it,medium,19,12,1,1,1,5,1,1.5,1,1,4,10,1,3,11,1,3,11,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
680,nigeria,mdatasc(prof),first year,satisfactory,0,essential skills,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,email,ma5831,6.8,72.5,77.9,69.7,64.7,access,concern for welfare,ma5840,90.9,58.3,66.9,59.8,60.4,no access,attendance,ma5851,70.3,58.8,63.9,61.9,69.1,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,it,high,24,12,4,1,5,1,1,1.5,1,2,2,10,1,2,11,2,3,11,1,1,1.0,2,2,0,neutral,22,3,0.0,neutral,117,16
682,bhutan,minftech-mba,loa,conditional,2,4r essential skills,lecturer,attended,,l/g:9/10 n:5/10 r:8/10,no,no reply,cp5046,56.3,63.9,57.0,41.5,72.2,access,attendance,lb5113,49.9,71.2,63.3,56.7,63.8,access,attendance,lb5202,52.1,66.7,54.6,38.4,54.2,no access,attendance,week 6. student reported working long hours. referred to careers support for managing work–study balance.,mental health,it,high,15,14,6,2,6,2,3,1.5,1,2,3,9,1,3,8,1,3,8,2,1,10.0,4,2,0,neutral,22,3,0.0,neutral,105,15
683,india,minftech-mba,return to study,academic caution,1,4r essential skills,student advocate,not relevant,,l/g:9/10 n:5/10 r:8/10,no,email,cp5046,48.6,70.2,51.3,55.4,58.3,access,concern for welfare,lb5113,63.9,41.7,73.1,39.5,35.8,no access,concern for welfare,lb5202,44.8,66.7,74.5,57.9,48.9,access,attendance,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,death in family,it,high,13,14,7,3,6,1,4,1.5,1,2,2,9,1,2,8,2,2,8,1,1,8.0,6,2,0,neutral,22,3,0.0,neutral,139,22
690,thailand,minftech-mba,loa,academic caution,4,studiocity,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,no,f2f,cp5046,73.1,81.1,50.4,29.8,30.6,access,concern for welfare,lb5113,72.9,48.0,41.3,35.1,44.1,access,concern for welfare,lb5202,79.4,61.6,45.2,51.1,34.6,access,concern for welfare,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,mental health,it,high,28,14,6,3,1,5,3,1.5,1,2,1,9,1,2,8,1,2,8,1,3,8.0,4,2,0,neutral,22,3,0.0,neutral,139,22
691,uganda,minftech-mba,new,satisfactory,0,studiocity,lecturer,booked,yes,l/g:9/10 n:5/10 r:8/10,no,email,cp5046,65.0,61.5,71.1,74.7,70.8,access,non submission,lb5113,24.6,65.7,67.0,54.1,57.8,access,concern for welfare,lb5202,59.6,63.0,29.8,66.7,61.9,access,concern for welfare,,no issue reported,it,medium,27,14,2,1,1,2,2,1.0,1,2,2,9,1,1,8,1,2,8,1,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
